Customer,State,State - Cleaned,GENDER,Gender (Clean),Education,Education (Clean), Customer Lifetime Value , CLV - Cleaned , Income , Income (Cleaned) , Monthly Premium Auto , Number of Open Complaints ,Number of Open Complaints,Policy Type,Vehicle Class, Total Claim Amount ,,,State,,,NA,NA,,Master,Masters,,Policy Type,,Vehicle Class
DY22043,Oregon,Oregon,NA,NA,High School or Below,High School or Below," £5,499.45 "," £5,499.45 "," £88,768.00 "," £88,768.00 ", 68 ,1/0/00,,Personal Auto,Two-Door Car, £326.40 ,,,,,,,,,,,,,,
SH36774,California,California,NA,NA,High School or Below,High School or Below," £15,023.60 "," £15,023.60 "," £28,262.00 "," £28,262.00 ", 192 ,1/0/00,,Personal Auto,Luxury SUV, £921.60 ,,,,,,,,,,,,,,
EM43724,Nevada,Nevada,NA,NA,Bachelor,Bachelors," £2,509.11 "," £2,509.11 "," £33,555.00 "," £33,555.00 ", 63 ,1/0/00,,Personal Auto,Four-Door Car, £101.90 ,,,,,,,,,,,,,,
FH85960,Oregon,Oregon,NA,NA,College,College," £31,221.75 "," £31,221.75 "," £42,780.00 "," £42,780.00 ", 113 ,01/01/2000,,Personal Auto,Four-Door Car, £542.40 ,,,,,,,,,,,,,,
XA55993,Oregon,Oregon,NA,NA,Master,Masters," £3,133.50 "," £3,133.50 "," £58,850.00 "," £58,850.00 ", 78 ,1/0/00,,Personal Auto,Four-Door Car, £143.75 ,,,,,,,,,,,,,,
GO36627,AZ,Arizona,NA,NA,College,College," £3,837.45 "," £3,837.45 "," £21,880.00 "," £21,880.00 ", 97 ,1/0/00,,Special Auto,Four-Door Car, £424.08 ,,,,,,,,,,,,,,
QH48047,Oregon,Oregon,NA,NA,College,College," £11,790.50 "," £11,790.50 "," £25,251.00 "," £25,251.00 ", 66 ,1/0/00,,Personal Auto,Four-Door Car, £316.80 ,,,,,,,,,,,,,,
HS28694,Washington,Washington,F,Female,High School or Below,High School or Below," £2,829.86 "," £2,829.86 "," £25,317.00 "," £25,317.00 ", 71 ,1/0/00,,Personal Auto,Two-Door Car, £50.42 ,,,,,,,,,,,,,,
UH65059,AZ,Arizona,NA,NA,High School or Below,High School or Below," £4,305.81 "," £4,305.81 "," £24,188.00 "," £24,188.00 ", 109 ,1/0/00,,Personal Auto,Sports Car, £523.20 ,,,,,,,,,,,,,,
FV21968,Nevada,Nevada,NA,NA,Bachelor,Bachelors," £5,973.98 "," £5,973.98 "," £41,611.00 "," £41,611.00 ", 74 ,1/0/00,,Special Auto,Four-Door Car, £113.80 ,,,,,,,,,,,,,,
QA87025,Oregon,Oregon,NA,NA,Bachelor,Bachelors," £5,670.44 "," £5,670.44 "," £28,406.00 "," £28,406.00 ", 72 ,01/01/2000,,Personal Auto,Four-Door Car, £192.88 ,,,,,,,,,,,,,,
TQ13499,AZ,Arizona,NA,NA,College,College," £4,731.75 "," £4,731.75 "," £69,833.00 "," £69,833.00 ", 118 ,1/0/00,,Personal Auto,Four-Door Car, £828.66 ,,,,,,,,,,,,,,
BU44523,AZ,Arizona,NA,NA,High School or Below,High School or Below," £8,026.38 "," £8,026.38 ", £-   ," £39,295.70 ", 74 ,1/0/00,,Corporate Auto,Four-Door Car, £532.80 ,,,,,,,,,,,,,,
MS41162,AZ,Arizona,NA,NA,High School or Below,High School or Below," £4,022.96 "," £4,022.96 ", £-   ," £39,295.70 ", 117 ,1/0/00,,Personal Auto,SUV, £975.11 ,,,,,,,,,,,,,,
PU25891,Oregon,Oregon,NA,NA,High School or Below,High School or Below," £9,618.31 "," £9,618.31 "," £80,536.00 "," £80,536.00 ", 119 ,1/0/00,,Special Auto,Sports Car, £53.80 ,,,,,,,,,,,,,,
LH92841,Washington,Washington,F,Female,Bachelors,Bachelors," £7,255.95 "," £7,255.95 "," £88,891.00 "," £88,891.00 ", 89 ,1/0/00,,Personal Auto,Four-Door Car, £50.53 ,,,,,,,,,,,,,,
SX26335,Oregon,Oregon,NA,NA,College,College," £9,552.93 "," £9,552.93 "," £97,732.00 "," £97,732.00 ", 79 ,1/0/00,,Personal Auto,Four-Door Car, £289.91 ,,,,,,,,,,,,,,
AZ95587,AZ,Arizona,F,Female,Bachelor,Bachelors," £10,388.55 "," £10,388.55 "," £61,222.00 "," £61,222.00 ", 89 ,1/0/00,,Special Auto,Four-Door Car, £392.60 ,,,,,,,,,,,,,,
DS81757,Oregon,Oregon,M,Male,College,College," £2,470.12 "," £2,470.12 ", £-   ," £39,295.70 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £721.24 ,,,,,,,,,,,,,,
OJ94107,AZ,Arizona,M,Male,Master,Masters," £5,619.07 "," £5,619.07 "," £50,335.00 "," £50,335.00 ", 140 ,1/0/00,,Personal Auto,SUV, £456.52 ,,,,,,,,,,,,,,
LP84436,California,California,F,Female,High School or Below,High School or Below," £9,047.12 "," £9,047.12 ", £-   ," £39,295.70 ", 127 ,1/0/00,,Personal Auto,Sports Car," £1,088.00 ",,,,,,,,,,,,,,
FF22360,Washington,Washington,F,Female,Doctor,Doctor," £2,687.31 "," £2,687.31 "," £82,210.00 "," £82,210.00 ", 68 ,01/04/2000,,Personal Auto,Four-Door Car, £51.96 ,,,,,,,,,,,,,,
LM19287,Oregon,Oregon,F,Female,High School or Below,High School or Below," £3,731.50 "," £3,731.50 ", £-   ," £39,295.70 ", 96 ,1/0/00,,Personal Auto,Four-Door Car, £460.80 ,,,,,,,,,,,,,,
ZU18643,Nevada,Nevada,M,Male,Bachelor,Bachelors," £3,660.77 "," £3,660.77 "," £64,495.00 "," £64,495.00 ", 92 ,1/0/00,,Corporate Auto,Four-Door Car, £251.99 ,,,,,,,,,,,,,,
AZ82578,California,California,F,Female,College,College," £7,928.83 "," £7,928.83 ", £-   ," £39,295.70 ", 72 ,1/0/00,,Corporate Auto,Four-Door Car, £345.60 ,,,,,,,,,,,,,,
XC67861,Arizona,Arizona,F,Female,Bachelor,Bachelors," £5,011.75 "," £5,011.75 "," £28,859.00 "," £28,859.00 ", 67 ,01/03/2000,,Corporate Auto,Two-Door Car, £321.60 ,,,,,,,,,,,,,,
YC43143,Arizona,Arizona,F,Female,High School or Below,High School or Below," £7,988.26 "," £7,988.26 "," £77,330.00 "," £77,330.00 ", 99 ,1/0/00,,Personal Auto,Four-Door Car, £99.26 ,,,,,,,,,,,,,,
EK59571,Oregon,Oregon,M,Male,College,College," £3,885.46 "," £3,885.46 ", £-   ," £39,295.70 ", 105 ,1/0/00,,Corporate Auto,Four-Door Car, £504.00 ,,,,,,,,,,,,,,
PA38372,Washington,Washington,F,Female,High School or Below,High School or Below," £9,357.74 "," £9,357.74 "," £33,060.00 "," £33,060.00 ", 117 ,1/0/00,,Personal Auto,Four-Door Car, £56.73 ,,,,,,,,,,,,,,
RO18530,Washington,Washington,M,Male,Master,Masters," £2,540.69 "," £2,540.69 "," £42,557.00 "," £42,557.00 ", 65 ,1/0/00,,Personal Auto,Four-Door Car, £57.56 ,,,,,,,,,,,,,,
PD27940,Arizona,Arizona,M,Male,High School or Below,High School or Below," £4,885.16 "," £4,885.16 "," £26,372.00 "," £26,372.00 ", 126 ,1/0/00,,Personal Auto,SUV, £604.80 ,,,,,,,,,,,,,,
BS77946,Arizona,Arizona,F,Female,Bachelor,Bachelors," £9,753.31 "," £9,753.31 "," £17,514.00 "," £17,514.00 ", 127 ,1/0/00,,Personal Auto,SUV, £8.31 ,,,,,,,,,,,,,,
YM50253,California,California,Femal,Female,Bachelor,Bachelors," £2,946.15 "," £2,946.15 "," £89,270.00 "," £89,270.00 ", 74 ,1/0/00,,Personal Auto,Four-Door Car, £316.60 ,,,,,,,,,,,,,,
NR15332,California,California,M,Male,High School or Below,High School or Below," £2,581.11 "," £2,581.11 "," £29,757.00 "," £29,757.00 ", 65 ,1/0/00,,Personal Auto,Four-Door Car, £312.00 ,,,,,,,,,,,,,,
RC62865,Oregon,Oregon,M,Male,College,College," £3,517.39 "," £3,517.39 "," £51,814.00 "," £51,814.00 ", 92 ,1/0/00,,Personal Auto,Four-Door Car, £56.30 ,,,,,,,,,,,,,,
CC15295,Oregon,Oregon,F,Female,Bachelor,Bachelors," £9,743.35 "," £9,743.35 "," £24,028.00 "," £24,028.00 ", 82 ,1/0/00,,Personal Auto,Four-Door Car, £393.60 ,,,,,,,,,,,,,,
KA61892,Arizona,Arizona,M,Male,College,College," £3,873.65 "," £3,873.65 "," £28,142.00 "," £28,142.00 ", 105 ,1/0/00,,Personal Auto,Sports Car, £701.71 ,,,,,,,,,,,,,,
OS94884,Arizona,Arizona,F,Female,Bachelor,Bachelors," £7,649.28 "," £7,649.28 "," £52,705.00 "," £52,705.00 ", 64 ,01/01/2000,,Personal Auto,Two-Door Car, £128.71 ,,,,,,,,,,,,,,
ND87334,California,California,M,Male,High School or Below,High School or Below," £2,287.60 "," £2,287.60 ", £-   ," £39,295.70 ", 63 ,1/0/00,,Corporate Auto,Two-Door Car, £679.37 ,,,,,,,,,,,,,,
OY51402,Washington,Washington,F,Female,High School or Below,High School or Below," £8,255.76 "," £8,255.76 "," £54,040.00 "," £54,040.00 ", 103 ,1/0/00,,Personal Auto,SUV, £59.99 ,,,,,,,,,,,,,,
YL74911,California,California,F,Female,College,College," £8,714.92 "," £8,714.92 ", £-   ," £39,295.70 ", 118 ,1/0/00,,Personal Auto,SUV, £566.40 ,,,,,,,,,,,,,,
GK92563,Washington,Washington,F,Female,Doctor,Doctor," £6,819.23 "," £6,819.23 "," £22,492.00 "," £22,492.00 ", 85 ,1/0/00,,Personal Auto,Two-Door Car, £61.65 ,,,,,,,,,,,,,,
HL53154,California,California,M,Male,Bachelor,Bachelors," £7,416.20 "," £7,416.20 ", £-   ," £39,295.70 ", 77 ,01/02/2000,,Personal Auto,Four-Door Car, £554.40 ,,,,,,,,,,,,,,
RI78966,Oregon,Oregon,M,Male,Master,Masters," £7,771.16 "," £7,771.16 "," £21,876.00 "," £21,876.00 ", 68 ,1/0/00,,Personal Auto,Four-Door Car, £465.41 ,,,,,,,,,,,,,,
IC13702,California,California,F,Female,Bachelor,Bachelors," £6,968.34 "," £6,968.34 ", £-   ," £39,295.70 ", 69 ,01/01/2000,,Personal Auto,Four-Door Car, £496.80 ,,,,,,,,,,,,,,
BE10809,California,California,F,Female,High School or Below,High School or Below," £4,250.28 "," £4,250.28 ", £-   ," £39,295.70 ", 61 ,01/01/2000,,Personal Auto,Four-Door Car, £292.80 ,,,,,,,,,,,,,,
HT87217,Oregon,Oregon,F,Female,High School or Below,High School or Below," £19,776.57 "," £19,776.57 "," £70,699.00 "," £70,699.00 ", 82 ,1/0/00,,Personal Auto,Four-Door Car, £256.81 ,,,,,,,,,,,,,,
TH95618,California,California,F,Female,High School or Below,High School or Below," £21,343.47 "," £21,343.47 ", £-   ," £39,295.70 ", 74 ,01/01/2000,,Personal Auto,Four-Door Car, £355.20 ,,,,,,,,,,,,,,
TS19868,California,California,M,Male,College,College," £2,413.14 "," £2,413.14 "," £27,501.00 "," £27,501.00 ", 63 ,1/0/00,,Personal Auto,Four-Door Car, £542.32 ,,,,,,,,,,,,,,
LP45550,Oregon,Oregon,F,Female,Doctor,Doctor," £15,363.85 "," £15,363.85 "," £15,897.00 "," £15,897.00 ", 101 ,1/0/00,,Personal Auto,Four-Door Car, £303.15 ,,,,,,,,,,,,,,
QR87004,Nevada,Nevada,F,Female,College,College," £8,456.96 "," £8,456.96 "," £25,141.00 "," £25,141.00 ", 73 ,01/01/2000,,Personal Auto,Four-Door Car, £25.44 ,,,,,,,,,,,,,,
OE75747,Nevada,Nevada,F,Female,College,College," £2,189.64 "," £2,189.64 ", £-   ," £39,295.70 ", 61 ,01/03/2000,,Personal Auto,Four-Door Car, £292.80 ,,,,,,,,,,,,,,
DX91392,California,California,M,Male,High School or Below,High School or Below," £5,780.18 "," £5,780.18 "," £51,066.00 "," £51,066.00 ", 74 ,1/0/00,,Personal Auto,Four-Door Car, £787.99 ,,,,,,,,,,,,,,
AB72731,California,California,F,Female,Bachelor,Bachelors," £4,639.98 "," £4,639.98 "," £28,358.00 "," £28,358.00 ", 117 ,1/0/00,,Personal Auto,Sports Car, £84.02 ,,,,,,,,,,,,,,
GX84338,Washington,Washington,F,Female,Doctor,Doctor," £3,824.43 "," £3,824.43 "," £62,530.00 "," £62,530.00 ", 95 ,1/0/00,,Personal Auto,Four-Door Car, £61.69 ,,,,,,,,,,,,,,
IS12901,Arizona,Arizona,F,Female,Bachelor,Bachelors," £5,968.12 "," £5,968.12 "," £90,972.00 "," £90,972.00 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £232.93 ,,,,,,,,,,,,,,
BN90616,Washington,Washington,F,Female,Bachelor,Bachelors," £8,590.34 "," £8,590.34 "," £63,110.00 "," £63,110.00 ", 72 ,1/0/00,,Personal Auto,Four-Door Car, £68.18 ,,,,,,,,,,,,,,
HH90090,California,California,F,Female,Bachelor,Bachelors," £4,076.63 "," £4,076.63 "," £29,549.00 "," £29,549.00 ", 104 ,1/0/00,,Personal Auto,Sports Car, £710.43 ,,,,,,,,,,,,,,
IU25463,California,California,F,Female,Bachelor,Bachelors," £12,252.60 "," £12,252.60 ", £-   ," £39,295.70 ", 115 ,01/01/2000,,Personal Auto,Four-Door Car, £552.00 ,,,,,,,,,,,,,,
KC11055,Nevada,Nevada,F,Female,Bachelor,Bachelors," £16,936.27 "," £16,936.27 "," £39,411.00 "," £39,411.00 ", 217 ,01/02/2000,,Personal Auto,Luxury Car," £1,122.66 ",,,,,,,,,,,,,,
PD33979,Oregon,Oregon,M,Male,High School or Below,High School or Below," £4,892.44 "," £4,892.44 "," £21,709.00 "," £21,709.00 ", 62 ,1/0/00,,Personal Auto,Four-Door Car, £408.37 ,,,,,,,,,,,,,,
NK71023,Nevada,Nevada,M,Male,Bachelor,Bachelors," £9,942.30 "," £9,942.30 "," £67,890.00 "," £67,890.00 ", 85 ,1/0/00,,Personal Auto,Four-Door Car, £408.00 ,,,,,,,,,,,,,,
AB13432,California,California,M,Male,Bachelor,Bachelors," £3,735.84 "," £3,735.84 ", £-   ," £39,295.70 ", 110 ,1/0/00,,Personal Auto,SUV, £792.00 ,,,,,,,,,,,,,,
OZ97704,California,California,F,Female,High School or Below,High School or Below," £13,117.52 "," £13,117.52 "," £84,311.00 "," £84,311.00 ", 111 ,01/04/2000,,Personal Auto,SUV, £532.80 ,,,,,,,,,,,,,,
UF46533,California,California,F,Female,College,College," £4,574.52 "," £4,574.52 "," £99,316.00 "," £99,316.00 ", 114 ,1/0/00,,Corporate Auto,SUV, £754.36 ,,,,,,,,,,,,,,
XP47431,Arizona,Arizona,F,Female,Bachelor,Bachelors," £5,470.06 "," £5,470.06 "," £54,507.00 "," £54,507.00 ", 138 ,1/0/00,,Personal Auto,SUV, £702.99 ,,,,,,,,,,,,,,
GK73582,California,California,F,Female,Bachelor,Bachelors," £2,978.85 "," £2,978.85 "," £64,586.00 "," £64,586.00 ", 76 ,1/0/00,,Personal Auto,Four-Door Car, £206.84 ,,,,,,,,,,,,,,
RV98763,Oregon,Oregon,M,Male,College,College," £6,410.97 "," £6,410.97 "," £61,709.00 "," £61,709.00 ", 82 ,01/02/2000,,Personal Auto,Four-Door Car, £275.40 ,,,,,,,,,,,,,,
II62831,California,California,M,Male,Master,Masters," £4,479.02 "," £4,479.02 "," £94,656.00 "," £94,656.00 ", 111 ,01/01/2000,,Special Auto,SUV, £459.74 ,,,,,,,,,,,,,,
XK33449,California,California,F,Female,High School or Below,High School or Below," £2,383.73 "," £2,383.73 ", £-   ," £39,295.70 ", 69 ,1/0/00,,Special Auto,Two-Door Car, £496.80 ,,,,,,,,,,,,,,
TR85083,California,California,M,Male,Bachelor,Bachelors," £2,764.49 "," £2,764.49 "," £61,085.00 "," £61,085.00 ", 70 ,01/01/2000,,Personal Auto,Two-Door Car, £336.00 ,,,,,,,,,,,,,,
EO95328,Oregon,Oregon,F,Female,Bachelor,Bachelors," £7,920.11 "," £7,920.11 "," £89,284.00 "," £89,284.00 ", 67 ,01/03/2000,,Personal Auto,Two-Door Car, £321.60 ,,,,,,,,,,,,,,
EN21086,Arizona,Arizona,F,Female,High School or Below,High School or Below," £6,889.10 "," £6,889.10 ", £-   ," £39,295.70 ", 63 ,1/0/00,,Personal Auto,Four-Door Car, £302.40 ,,,,,,,,,,,,,,
YL83902,WA,Washington,F,Female,Bachelor,Bachelors," £3,274.19 "," £3,274.19 "," £31,686.00 "," £31,686.00 ", 81 ,1/0/00,,Personal Auto,Four-Door Car, £430.99 ,,,,,,,,,,,,,,
AZ62651,Oregon,Oregon,M,Male,High School or Below,High School or Below," £9,951.71 "," £9,951.71 "," £56,855.00 "," £56,855.00 ", 255 ,1/0/00,,Corporate Auto,Luxury SUV," £1,836.00 ",,,,,,,,,,,,,,
ZW25874,Oregon,Oregon,M,Male,Bachelor,Bachelors," £2,521.56 "," £2,521.56 "," £53,703.00 "," £53,703.00 ", 67 ,01/02/2000,,Special Auto,Four-Door Car, £67.63 ,,,,,,,,,,,,,,
EH41854,WA,Washington,F,Female,High School or Below,High School or Below," £23,706.11 "," £23,706.11 ", £-   ," £39,295.70 ", 96 ,01/01/2000,,Personal Auto,Two-Door Car, £844.48 ,,,,,,,,,,,,,,
MW70227,California,California,M,Male,College,College," £6,047.03 "," £6,047.03 "," £20,396.00 "," £20,396.00 ", 76 ,01/01/2000,,Personal Auto,Four-Door Car, £364.80 ,,,,,,,,,,,,,,
SL22297,California,California,F,Female,Master,Masters," £11,140.30 "," £11,140.30 "," £27,679.00 "," £27,679.00 ", 150 ,1/0/00,,Personal Auto,SUV, £722.49 ,,,,,,,,,,,,,,
RV14138,Nevada,Nevada,F,Female,Bachelor,Bachelors," £4,334.06 "," £4,334.06 "," £23,904.00 "," £23,904.00 ", 123 ,01/03/2000,,Personal Auto,SUV, £590.40 ,,,,,,,,,,,,,,
UO62808,Arizona,Arizona,F,Female,High School or Below,High School or Below," £2,799.75 "," £2,799.75 "," £65,351.00 "," £65,351.00 ", 69 ,1/0/00,,Corporate Auto,Four-Door Car, £481.03 ,,,,,,,,,,,,,,
ZX64745,California,California,M,Male,College,College," £7,923.14 "," £7,923.14 ", £-   ," £39,295.70 ", 113 ,1/0/00,,Personal Auto,SUV," £1,124.43 ",,,,,,,,,,,,,,
FL34139,California,California,M,Male,High School or Below,High School or Below," £3,688.11 "," £3,688.11 ", £-   ," £39,295.70 ", 63 ,01/03/2000,,Personal Auto,Four-Door Car, £669.68 ,,,,,,,,,,,,,,
TS11219,California,California,M,Male,College,College," £12,067.46 "," £12,067.46 ", £-   ," £39,295.70 ", 116 ,1/0/00,,Personal Auto,SUV," £1,284.09 ",,,,,,,,,,,,,,
XX12304,California,California,F,Female,College,College," £2,924.98 "," £2,924.98 "," £64,459.00 "," £64,459.00 ", 72 ,1/0/00,,Personal Auto,Four-Door Car, £240.26 ,,,,,,,,,,,,,,
SD64087,California,California,M,Male,College,College," £15,014.09 "," £15,014.09 "," £32,961.00 "," £32,961.00 ", 190 ,1/0/00,,Corporate Auto,SUV, £912.00 ,,,,,,,,,,,,,,
OY38576,Oregon,Oregon,F,Female,High School or Below,High School or Below," £9,277.23 "," £9,277.23 "," £71,416.00 "," £71,416.00 ", 116 ,1/0/00,,Corporate Auto,SUV, £556.80 ,,,,,,,,,,,,,,
BG76355,WA,Washington,F,Female,Bachelor,Bachelors," £6,274.12 "," £6,274.12 "," £68,964.00 "," £68,964.00 ", 78 ,1/0/00,,Personal Auto,Four-Door Car, £115.09 ,,,,,,,,,,,,,,
IP66913,Cali,California,M,Male,High School or Below,High School or Below," £3,886.65 "," £3,886.65 "," £78,108.00 "," £78,108.00 ", 98 ,1/0/00,,Personal Auto,Two-Door Car, £470.40 ,,,,,,,,,,,,,,
LE95702,Cali,California,M,Male,College,College," £4,386.28 "," £4,386.28 "," £10,621.00 "," £10,621.00 ", 67 ,1/0/00,,Special Auto,Four-Door Car, £321.60 ,,,,,,,,,,,,,,
KX54357,WA,Washington,M,Male,College,College," £11,365.27 "," £11,365.27 "," £84,910.00 "," £84,910.00 ", 95 ,1/0/00,,Corporate Auto,Two-Door Car, £383.17 ,,,,,,,,,,,,,,
EZ78112,Cali,California,Femal,Female,High School or Below,High School or Below," £5,610.96 "," £5,610.96 "," £77,493.00 "," £77,493.00 ", 70 ,1/0/00,,Special Auto,Four-Door Car, £307.96 ,,,,,,,,,,,,,,
XN16891,Arizona,Arizona,M,Male,College,College," £2,912.89 "," £2,912.89 "," £81,097.00 "," £81,097.00 ", 74 ,1/0/00,,Personal Auto,Four-Door Car, £355.20 ,,,,,,,,,,,,,,
XK31350,Oregon,Oregon,Femal,Female,College,College," £6,915.73 "," £6,915.73 "," £96,610.00 "," £96,610.00 ", 85 ,1/0/00,,Corporate Auto,Four-Door Car, £520.36 ,,,,,,,,,,,,,,
CC30924,Oregon,Oregon,M,Male,College,College," £6,262.66 "," £6,262.66 "," £30,110.00 "," £30,110.00 ", 159 ,1/0/00,,Corporate Auto,Sports Car, £466.44 ,,,,,,,,,,,,,,
IT78748,Oregon,Oregon,Femal,Female,High School or Below,High School or Below," £6,503.40 "," £6,503.40 "," £22,081.00 "," £22,081.00 ", 84 ,1/0/00,,Special Auto,Two-Door Car, £451.67 ,,,,,,,,,,,,,,
KY33386,WA,Washington,Femal,Female,High School or Below,High School or Below," £8,007.40 "," £8,007.40 ", £-   ," £39,295.70 ", 112 ,1/0/00,,Personal Auto,Sports Car, £537.60 ,,,,,,,,,,,,,,
CO44221,Cali,California,M,Male,College,College," £2,929.92 "," £2,929.92 "," £98,473.00 "," £98,473.00 ", 72 ,1/0/00,,Personal Auto,Four-Door Car, £345.60 ,,,,,,,,,,,,,,
LK60013,Oregon,Oregon,Femal,Female,Bachelor,Bachelors," £5,969.55 "," £5,969.55 "," £97,431.00 "," £97,431.00 ", 74 ,1/0/00,,Personal Auto,Four-Door Car, £355.20 ,,,,,,,,,,,,,,
DE21533,Cali,California,M,Male,Bachelor,Bachelors," £5,473.16 "," £5,473.16 "," £93,870.00 "," £93,870.00 ", 69 ,1/0/00,,Personal Auto,Four-Door Car, £331.20 ,,,,,,,,,,,,,,
YS94121,Nevada,Nevada,M,Male,High School or Below,High School or Below," £5,645.40 "," £5,645.40 "," £50,366.00 "," £50,366.00 ", 72 ,1/0/00,,Personal Auto,Four-Door Car, £428.73 ,,,,,,,,,,,,,,
UK68427,WA,Washington,M,Male,High School or Below,High School or Below," £6,369.26 "," £6,369.26 "," £34,498.00 "," £34,498.00 ", 83 ,1/0/00,,Personal Auto,Two-Door Car, £398.40 ,,,,,,,,,,,,,,
TE49565,Oregon,Oregon,Femal,Female,College,College," £11,833.77 "," £11,833.77 "," £16,552.00 "," £16,552.00 ", 103 ,1/0/00,,Personal Auto,SUV, £494.40 ,,,,,,,,,,,,,,
RA88421,Oregon,Oregon,Femal,Female,College,College," £6,121.11 "," £6,121.11 "," £26,787.00 "," £26,787.00 ", 77 ,1/0/00,,Personal Auto,Four-Door Car, £369.60 ,,,,,,,,,,,,,,
KQ51983,Nevada,Nevada,M,Male,College,College," £5,159.37 "," £5,159.37 ", £-   ," £39,295.70 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £831.75 ,,,,,,,,,,,,,,
CD88896,Nevada,Nevada,Femal,Female,High School or Below,High School or Below," £2,514.59 "," £2,514.59 "," £43,860.00 "," £43,860.00 ", 65 ,1/0/00,,Corporate Auto,Four-Door Car, £156.12 ,,,,,,,,,,,,,,
YV22553,Arizona,Arizona,M,Male,High School or Below,High School or Below," £8,668.61 "," £8,668.61 "," £21,474.00 "," £21,474.00 ", 114 ,01/02/2000,,Corporate Auto,SUV, £373.43 ,,,,,,,,,,,,,,
WU14435,Cali,California,M,Male,Bachelor,Bachelors," £4,960.97 "," £4,960.97 "," £18,174.00 "," £18,174.00 ", 66 ,1/0/00,,Corporate Auto,Four-Door Car, £395.93 ,,,,,,,,,,,,,,
XV84099,Arizona,Arizona,Femal,Female,Bachelor,Bachelors," £5,504.14 "," £5,504.14 ", £-   ," £39,295.70 ", 73 ,1/0/00,,Corporate Auto,Four-Door Car, £350.40 ,,,,,,,,,,,,,,
RI24911,Arizona,Arizona,Male,Male,College,College," £7,507.46 "," £7,507.46 "," £60,920.00 "," £60,920.00 ", 64 ,1/0/00,,Personal Auto,Two-Door Car, £231.20 ,,,,,,,,,,,,,,
KO26461,Arizona,Arizona,Male,Male,High School or Below,High School or Below," £32,269.85 "," £32,269.85 "," £41,520.00 "," £41,520.00 ", 90 ,1/0/00,,Personal Auto,Four-Door Car, £289.90 ,,,,,,,,,,,,,,
HI14283,Oregon,Oregon,Femal,Female,Bachelor,Bachelors," £5,657.03 "," £5,657.03 ", £-   ," £39,295.70 ", 152 ,1/0/00,,Personal Auto,SUV, £729.60 ,,,,,,,,,,,,,,
PT50227,Arizona,Arizona,Male,Male,High School or Below,High School or Below," £5,061.76 "," £5,061.76 ", £-   ," £39,295.70 ", 68 ,1/0/00,,Personal Auto,Two-Door Car, £326.40 ,,,,,,,,,,,,,,
BH36570,Cali,California,Male,Male,Bachelor,Bachelors," £5,912.78 "," £5,912.78 "," £72,208.00 "," £72,208.00 ", 73 ,1/0/00,,Personal Auto,Two-Door Car, £350.40 ,,,,,,,,,,,,,,
TX17484,Cali,California,Femal,Female,Bachelor,Bachelors," £15,182.28 "," £15,182.28 "," £53,863.00 "," £53,863.00 ", 63 ,1/0/00,,Personal Auto,Four-Door Car, £105.77 ,,,,,,,,,,,,,,
CT41158,WA,Washington,Male,Male,College,College," £10,747.03 "," £10,747.03 "," £66,446.00 "," £66,446.00 ", 136 ,1/0/00,,Corporate Auto,SUV, £639.46 ,,,,,,,,,,,,,,
AO87348,WA,Washington,Male,Male,College,College," £2,050.62 "," £2,050.62 ", £-   ," £39,295.70 ", 61 ,1/0/00,,Personal Auto,Four-Door Car, £292.80 ,,,,,,,,,,,,,,
DE55857,WA,Washington,Femal,Female,Bachelor,Bachelors," £2,465.44 "," £2,465.44 "," £64,997.00 "," £64,997.00 ", 63 ,01/01/2000,,Personal Auto,Four-Door Car, £383.44 ,,,,,,,,,,,,,,
LF66923,Nevada,Nevada,Femal,Female,High School or Below,High School or Below," £5,343.12 "," £5,343.12 "," £64,460.00 "," £64,460.00 ", 66 ,1/0/00,,Corporate Auto,Two-Door Car, £316.80 ,,,,,,,,,,,,,,
CN24514,Arizona,Arizona,Femal,Female,College,College," £8,119.83 "," £8,119.83 "," £46,618.00 "," £46,618.00 ", 67 ,1/0/00,,Personal Auto,Four-Door Car, £99.09 ,,,,,,,,,,,,,,
UW32074,Oregon,Oregon,Femal,Female,College,College," £4,605.27 "," £4,605.27 ", £-   ," £39,295.70 ", 64 ,1/0/00,,Corporate Auto,Four-Door Car, £307.20 ,,,,,,,,,,,,,,
HP36979,Cali,California,Male,Male,College,College," £6,408.79 "," £6,408.79 "," £49,988.00 "," £49,988.00 ", 84 ,01/05/2000,,Personal Auto,Two-Door Car, £566.94 ,,,,,,,,,,,,,,
