Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount
HG33568;Arizona;Female;Master;748263.95%; 25.666,00   ; 630.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 270.002.766   
TW17878;Oregon;Female;High School or Below;245757.60%; 52.926,00   ; 610.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 292.8 
ZO83562;Nevada;Female;Bachelor;237974.12%; -     ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 494.946.438   
CH97539;Washington;Female;Bachelor;828696.44%; 40.001,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 142.567.008   
CV29889;California;Male;College;239391.54%; -     ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 425.266.308   
MO33320;Oregon;Male;College;465715.95%; 18.024,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 312   
QZ81258;Oregon;Female;College;1319792.89%; -     ; 680.000.000.000   ;01/03/2000;Personal Auto;Four-Door Car; 326.4 
NY56352;Oregon;Female;Bachelor;280391.67%; 23.220,00   ; 740.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 251.334.247   
EA27048;California;Female;High School or Below;864650.41%; 64.125,00   ; 1.080.000.000.000   ;1/0/00;Personal Auto;SUV; 369.818.708   
UT38865;Oregon;Female;College;742587.06%; 58.042,00   ; 620.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 161.419.528   
QC89139;Oregon;Female;High School or Below;452873.74%; 90.034,00   ; 1.120.000.000.000   ;1/0/00;Corporate Auto;SUV; 537.6 
LA14484;Nevada;Male;High School or Below;222707.28%; 27.972,00   ; 610.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 292.8 
HN57556;California;Female;High School or Below;729294.88%; -     ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 312   
CV31235;Arizona;Male;Bachelor;318435.52%; 50.989,00   ; 800.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 255.999.709   
WR45726;Arizona;Female;Bachelor;1131520.37%; 11.885,00   ; 1.010.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 484.8 
LB25094;California;Female;Bachelor;253070.51%; 89.451,00   ; 630.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 61.769.564   
KW56110;Oregon;Male;Bachelor;1836155.53%; -     ; 1.820.000.000.000   ;1/0/00;Personal Auto;Luxury Car; 1310.4 
XO36233;Washington;Male;Bachelor;864153.00%; 78.904,00   ; 1.090.000.000.000   ;1/0/00;Personal Auto;SUV; 250.001.424   
ZX86243;Arizona;Male;Doctor;327853.19%; 70.247,00   ; 830.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 141.799.422   
DW29763;Arizona;Male;High School or Below;527198.21%; 32.653,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 321.6 
CT83377;Washington;Male;High School or Below;376363.77%; 93.595,00   ; 970.000.000.000   ;01/04/2000;Special Auto;Four-Door Car; 49.797.016   
OQ90898;California;Male;Master;1395556.96%; 90.279,00   ; 1.150.000.000.000   ;1/0/00;Personal Auto;SUV; 372.175.592   
GO77248;Oregon;Female;College;500152.75%; -     ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 54.214.385   
QW33258;California;Male;Bachelor;708283.04%; 53.310,00   ; 1.890.000.000.000   ;01/03/2000;Personal Auto;Luxury Car; 1360.8 
OU79745;California;Male;College;761948.28%; -     ; 1.050.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 504   
VZ79886;Oregon;Female;Bachelor;1255088.20%; 22.234,00   ; 1.600.000.000.000   ;1/0/00;Personal Auto;SUV; 768   
FI92440;Washington;Female;High School or Below;3219660.04%; 91.375,00   ; 990.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 72.632.934   
YG85980;Nevada;Female;High School or Below;679377.41%; 22.250,00   ; 860.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 720.601.429   
QM74621;Oregon;Male;Bachelor;527231.97%; -     ; 800.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 576   
EI71732;Oregon;Female;Doctor;626534.33%; -     ; 840.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 481.025.786   
VN79010;California;Female;High School or Below;854758.61%; 51.179,00   ; 710.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 466.176.731   
FI61723;California;Male;Bachelor;278742.37%; 38.667,00   ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 159.266.473   
OH55411;California;Female;Master;462680.11%; 79.487,00   ; 1.140.000.000.000   ;1/0/00;Corporate Auto;SUV; 547.2 
TF10720;Nevada;Female;Doctor;866336.40%; 67.763,00   ; 1.070.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 41.283.167   
NW30838;Nevada;Male;High School or Below;387222.22%; -     ; 620.000.000.000   ;01/02/2000;Corporate Auto;Four-Door Car; 503.808.329   
CB58476;Oregon;Female;College;517081.15%; -     ; 710.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 859.599.411   
WI69346;California;Female;Master;896028.02%; 71.943,00   ; 1.120.000.000.000   ;1/0/00;Corporate Auto;SUV; 305.653.785   
FS76657;Oregon;Female;College;547183.43%; 53.526,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 278.902.846   
YX89016;Oregon;Male;College;3493100.17%; 35.005,00   ; 2.950.000.000.000   ;1/0/00;Personal Auto;Luxury Car; 1.416   
PK28821;California;Male;College;262039.23%; 24.721,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 139.963.594   
MB51200;Washington;Male;College;1906949.95%; -     ; 1.020.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 734.4 
XG44587;Arizona;Male;Master;575744.23%; 88.997,00   ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 174.041.566   
FG91922;Arizona;Male;Master;4022401.36%; 48.587,00   ; 1.110.000.000.000   ;1/0/00;Personal Auto;SUV; 532.8 
OM99303;Arizona;Female;High School or Below;270148.83%; 76.310,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 321.6 
RV67546;California;Male;Bachelor;371243.05%; 73.205,00   ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 37.299.865   
UJ79253;Oregon;Female;College;2185084.00%; 51.056,00   ; 780.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 95.816.516   
PN98247;California;Male;College;784016.58%; 58.414,00   ; 2.100.000.000.000   ;01/02/2000;Personal Auto;Luxury SUV; 1.008   
IB67546;California;Female;Bachelor;823703.79%; 23.940,00   ; 1.070.000.000.000   ;1/0/00;Personal Auto;SUV; 513.6 
OE19087;California;Female;High School or Below;224347.39%; -     ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 446.4 
CM95716;California;Male;Bachelor;843446.41%; 44.216,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 72.205.362   
MW62634;California;Male;High School or Below;222707.28%; 27.972,00   ; 610.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 292.8 
QW67581;Arizona;Female;High School or Below;517002.60%; -     ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 331.2 
SN16059;California;Female;Master;264144.61%; 29.305,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 475.2 
OE51254;California;Female;College;279068.30%; 53.882,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 331.2 
RM42344;Oregon;Male;College;274512.98%; 91.757,00   ; 690.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 331.2 
GB35238;California;Female;Bachelor;757953.27%; 33.906,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 401.592.109   
ML82674;Oregon;Male;Bachelor;1097878.03%; 68.158,00   ; 1.390.000.000.000   ;01/01/2000;Personal Auto;SUV; 253.183.568   
EI85244;California;Male;College;825506.01%; -     ; 1.340.000.000.000   ;01/03/2000;Personal Auto;SUV; 643.2 
DE28132;Oregon;Male;College;474773.46%; 42.165,00   ; 1.230.000.000.000   ;1/0/00;Corporate Auto;SUV; 799.673.766   
TV25678;Washington;Male;College;354090.43%; -     ; 1.010.000.000.000   ;1/0/00;Personal Auto;SUV; 727.2 
TY26512;California;Male;Doctor;343613.43%; 30.817,00   ; 880.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 91.834.668   
OB69153;California;Male;Bachelor;258218.53%; 68.074,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 27.987.867   
QZ77637;Washington;Female;College;1166509.78%; 84.978,00   ; 353.530.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 16.677.296   
XN41715;California;Female;Master;739628.37%; 71.135,00   ; 920.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 270.563.995   
QR15857;California;Female;College;433079.98%; -     ; 610.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 292.8 
FL69363;Oregon;Male;Master;907576.82%; 37.722,00   ; 1.160.000.000.000   ;1/0/00;Personal Auto;Sports Car; 158.077.504   
IS30295;Arizona;Female;Bachelor;1463545.16%; -     ; 1.390.000.000.000   ;1/0/00;Personal Auto;SUV; 667.2 
WA25797;Washington;Male;High School or Below;856476.82%; 95.697,00   ; 1.070.000.000.000   ;1/0/00;Personal Auto;Sports Car; 178.006.524   
NL59519;California;Female;College;1156568.75%; 64.642,00   ; 960.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 404.265.696   
ZU93025;Oregon;Female;College;277104.50%; 50.071,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 18.918.935   
DK94262;Oregon;Male;High School or Below;850712.88%; 46.754,00   ; 1.060.000.000.000   ;01/01/2000;Personal Auto;SUV; 513.818.403   
UQ30615;California;Male;College;758211.38%; 64.801,00   ; 640.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 268.471.802   
OR40060;Arizona;Male;Bachelor;332309.25%; 70.410,00   ; 830.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 131.828.507   
DK32872;Nevada;Female;High School or Below;523433.17%; 66.957,00   ; 1.310.000.000.000   ;01/01/2000;Personal Auto;SUV; 628.8 
FA46418;Nevada;Female;High School or Below;2470959.96%; 24.213,00   ; 780.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 374.4 
ER19995;Washington;Female;College;1778627.78%; 99.790,00   ; 64.640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 178.986.788   
KI75855;Oregon;Male;Master;255122.67%; 79.751,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 392.235.698   
ND41876;Arizona;Male;High School or Below;724771.37%; 86.122,00   ; 1.820.000.000.000   ;01/01/2000;Personal Auto;Luxury SUV; 873.6 
PN21042;Arizona;Male;Bachelor;453884.78%; 82.297,00   ; 1.160.000.000.000   ;1/0/00;Personal Auto;Sports Car; 0.382107 
GJ43254;Washington;Male;College;3164210.46%; 89.057,00   ; 980.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 187.363.583   
AL46984;California;Male;High School or Below;873042.20%; 43.259,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 350.4 
JP58047;Oregon;Male;College;833273.06%; -     ; 790.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 379.2 
ZE85014;California;Male;College;235774.70%; 25.064,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 297.6 
KU88219;Arizona;Male;Master;463716.40%; 25.816,00   ; 1.190.000.000.000   ;1/0/00;Personal Auto;Sports Car; 571.2 
UU98729;California;Male;Bachelor;535719.27%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 350.853.987   
WS82822;Oregon;Female;College;539197.10%; 41.662,00   ; 690.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 217.973.168   
YB49933;Arizona;Male;Bachelor;369414.05%; 96.170,00   ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 441.6 
XC16387;Arizona;Female;High School or Below;504041.24%; 46.072,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 25.934.064   
XJ96748;Arizona;Female;High School or Below;2749542.19%; 37.931,00   ; 990.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 475.2 
TM98684;Oregon;Male;High School or Below;484228.50%; 35.127,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 297.6 
AY18433;Washington;Female;High School or Below;2738281.89%; 45.473,00   ; 760.000.000.000   ;1/0/00;Special Auto;Two-Door Car; 188.938.397   
DM74502;Nevada;Female;College;522710.19%; 93.087,00   ; 1.310.000.000.000   ;01/03/2000;Corporate Auto;Sports Car; 628.8 
FT56968;Arizona;Male;High School or Below;259009.60%; 22.398,00   ; 670.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 321.6 
OX36896;California;Male;High School or Below;1053607.80%; 92.983,00   ; 870.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 153.205.591   
BZ65376;Arizona;Male;Bachelor;858127.87%; 27.689,00   ; 2.390.000.000.000   ;01/02/2000;Personal Auto;Luxury SUV; 2.893.239.678   
LN34660;California;Female;College;946311.33%; 69.654,00   ; 1.180.000.000.000   ;1/0/00;Corporate Auto;SUV; 629.532.731   
JC29295;California;Female;Bachelor;1344100.64%; 80.744,00   ; 1.110.000.000.000   ;1/0/00;Personal Auto;SUV; 361.284.757   
KJ87930;California;Female;Bachelor;388650.48%; -     ; 1.120.000.000.000   ;1/0/00;Corporate Auto;SUV; 1.185.988.301   
XT36360;Arizona;Female;High School or Below;678489.37%; -     ; 640.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 460.8 
IX35050;Arizona;Male;Bachelor;2359468.02%; 76.358,00   ; 660.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 86.461.582   
UN97379;Oregon;Male;Bachelor;253862.63%; 18.608,00   ; 710.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 340.8 
MR57294;California;Male;High School or Below;563994.20%; 73.168,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 425.800.112   
UG79499;Washington;Male;Bachelor;1168137.43%; 70.930,00   ; 990.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 19.043.446   
UA50747;Washington;Female;High School or Below;2599775.00%; 62.262,00   ; 720.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 193.505.325   
GL20444;Nevada;Female;Master;1377836.93%; 91.474,00   ; 1.130.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 24.087.774   
SP58110;California;Female;Bachelor;492318.17%; 61.469,00   ; 630.000.000.000   ;01/05/2000;Personal Auto;Four-Door Car; 302.4 
XM91635;Arizona;Female;High School or Below;227233.54%; 16.618,00   ; 620.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 219.288.706   
TV82603;California;Female;Bachelor;1489539.80%; 48.081,00   ; 1.880.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 881.360.959   
BB82067;Oregon;Male;Doctor;975604.50%; 67.632,00   ; 1.210.000.000.000   ;1/0/00;Personal Auto;Sports Car; 26.951.627   
JP94676;Oregon;Female;Bachelor;942297.41%; 34.115,00   ; 1.190.000.000.000   ;1/0/00;Personal Auto;SUV; 466.122.541   
VU53417;Arizona;Male;High School or Below;383735.76%; 23.051,00   ; 990.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 475.2 
IW54795;California;Male;College;1095213.19%; 23.748,00   ; 990.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 607.095.655   
RN78170;Arizona;Female;College;815913.66%; 40.589,00   ; 690.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 331.2 
IX55883;California;Female;College;1948049.98%; 50.809,00   ; 830.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 290.381.707   
XM72420;Arizona;Female;High School or Below;391936.67%; 66.676,00   ; 970.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 558.099.357   
GC15104;Nevada;Female;Bachelor;798514.21%; 52.339,00   ; 700.000.000.000   ;01/03/2000;Corporate Auto;Four-Door Car; 336   
RX13282;Oregon;Male;Bachelor;1216874.49%; 14.973,00   ; 1.150.000.000.000   ;1/0/00;Personal Auto;SUV; 828   
QA85890;Arizona;Female;High School or Below;584932.15%; -     ; 830.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 540.514.115   
IR62668;Arizona;Female;Bachelor;508583.66%; 31.546,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 100.049.832   
AL96740;California;Female;College;290393.98%; 67.763,00   ; 730.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 59.861.963   
SS48498;Washington;Female;College;627317.34%; 20.836,00   ; 790.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 19.357.032   
PE39479;Washington;Male;College;1832141.90%; 88.592,00   ; 760.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 19.979.727   
JH62891;Oregon;Female;College;517870.42%; 66.943,00   ; 650.000.000.000   ;01/01/2000;Special Auto;Four-Door Car; 53.084.753   
FI20423;Arizona;Female;High School or Below;1402435.84%; 81.872,00   ; 1.150.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 25.643.803   
PM13394;Washington;Female;College;530943.59%; 22.404,00   ; 700.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 211.136.067   
YV67971;California;Female;High School or Below;494980.38%; 21.342,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 74.350.893   
QD31377;California;Male;Bachelor;859566.53%; 34.621,00   ; 1.080.000.000.000   ;01/01/2000;Corporate Auto;SUV; 621.464.468   
YG10247;Oregon;Male;College;2295189.20%; 62.396,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 307.2 
FE73696;Oregon;Male;High School or Below;379213.03%; 97.212,00   ; 930.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 36.005.589   
SW19699;Arizona;Female;Bachelor;275574.80%; 49.648,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 65.954.813   
QJ40732;Arizona;Male;College;488033.96%; 97.984,00   ; 610.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 407.450.118   
HM76207;California;Female;College;905190.53%; 26.308,00   ; 1.140.000.000.000   ;1/0/00;Corporate Auto;SUV; 547.2 
NT59303;Oregon;Female;College;1011544.62%; 63.528,00   ; 2.560.000.000.000   ;1/0/00;Personal Auto;Luxury Car; 1228.8 
PU41393;Nevada;Male;College;826907.54%; 20.225,00   ; 1.140.000.000.000   ;01/01/2000;Special Auto;SUV; 547.2 
QO86948;Nevada;Male;High School or Below;807165.30%; -     ; 1.120.000.000.000   ;1/0/00;Personal Auto;SUV; 806.4 
QN10888;Oregon;Female;High School or Below;772699.36%; 87.620,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 24.063.693   
VY19543;California;Female;Bachelor;831113.59%; -     ; 720.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 311.329.282   
XC15133;Nevada;Female;Master;257402.04%; 34.990,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 42.689.135   
ST43550;Oregon;Male;Bachelor;572732.71%; 99.934,00   ; 710.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 460.323.855   
FX36546;Washington;Male;Master;367914.21%; 60.804,00   ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 213.225.001   
JX68983;Oregon;Male;Bachelor;274451.96%; 94.648,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 331.2 
HX78576;California;Female;High School or Below;563674.03%; 24.516,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 300.607.591   
ZQ11381;Arizona;Male;Bachelor;1687038.82%; 61.063,00   ; 850.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 262.504.882   
ON39271;California;Male;Master;273800.20%; -     ; 740.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 263.365.432   
SB18278;Oregon;Male;Bachelor;464470.05%; -     ; 640.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 307.2 
ZT30559;California;Female;High School or Below;474668.65%; 15.169,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 302.4 
XI41106;Arizona;Male;College;1687432.82%; 55.390,00   ; 710.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 256.268.091   
ZS88847;Oregon;Female;Bachelor;238760.61%; 27.592,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 297.6 
RU49126;Washington;Female;College;446533.57%; 61.846,00   ; 1.120.000.000.000   ;1/0/00;Personal Auto;SUV; 2.158.182   
KR62797;Arizona;Female;High School or Below;459162.59%; 83.297,00   ; 1.130.000.000.000   ;1/0/00;Personal Auto;SUV; 542.4 
ZJ73220;Arizona;Female;College;1309258.58%; -     ; 1.880.000.000.000   ;1/0/00;Special Auto;Luxury Car; 1353.6 
FY62633;Oregon;Male;Bachelor;911226.66%; -     ; 900.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 432   
CU36986;California;Female;High School or Below;416516.66%; 55.897,00   ; 1.040.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 499.2 
WZ53904;Arizona;Male;Bachelor;265998.06%; 21.297,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 45.507.952   
AA71604;Arizona;Female;Master;1198659.21%; 87.560,00   ; 980.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 470.4 
TD10493;Oregon;Female;High School or Below;289873.27%; -     ; 960.000.000.000   ;01/04/2000;Personal Auto;Four-Door Car; 691.2 
LY97989;Oregon;Female;Bachelor;289424.39%; -     ; 850.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 408   
VX39856;Arizona;Female;Doctor;350045.44%; 89.398,00   ; 860.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 82.409.922   
TP51897;California;Female;College;262180.86%; 36.843,00   ; 680.000.000.000   ;01/03/2000;Corporate Auto;Four-Door Car; 357.642.982   
QQ89253;Oregon;Female;College;1022180.50%; -     ; 1.340.000.000.000   ;1/0/00;Personal Auto;SUV; 643.2 
EI91403;California;Male;High School or Below;257827.10%; 34.946,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 42.035.698   
QG15435;Arizona;Female;College;624259.57%; 75.680,00   ; 780.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 136.787.725   
FZ55002;Nevada;Female;Doctor;522028.10%; -     ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 331.2 
HX77930;Washington;Female;College;313643.21%; 49.532,00   ; 790.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 220.186.677   
UN37063;Arizona;Male;Bachelor;452536.58%; 10.269,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 170.798.204   
VB87946;California;Male;College;497035.73%; 49.714,00   ; 630.000.000.000   ;01/03/2000;Personal Auto;Four-Door Car; 266.165.535   
AB60627;California;Male;High School or Below;1546778.90%; 77.517,00   ; 1.290.000.000.000   ;1/0/00;Corporate Auto;SUV; 98.921.782   
TA34903;Oregon;Male;High School or Below;583889.92%; 81.082,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 281.295.903   
AQ51368;Oregon;Female;Bachelor;1065688.20%; 72.540,00   ; 880.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 631.743.039   
NZ26102;Oregon;Female;High School or Below;228961.87%; -     ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 468   
GB45753;California;Male;High School or Below;543980.42%; 61.546,00   ; 680.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 29.209.521   
BV79904;California;Female;Master;795615.01%; 44.818,00   ; 670.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 136.883.999   
OB49075;Arizona;Male;Bachelor;445811.34%; 17.622,00   ; 650.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 312   
DS97676;Oregon;Female;College;255505.15%; -     ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 518.4 
JO63462;California;Male;Bachelor;330799.90%; 79.797,00   ; 840.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 31.755.601   
NJ10602;Washington;Female;College;845905.32%; 92.717,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 22.427.582   
RS24501;Oregon;Female;College;1335012.09%; 28.919,00   ; 1.730.000.000.000   ;1/0/00;Personal Auto;SUV; 830.4 
VT78274;Arizona;Male;College;493122.13%; -     ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 480.159.011   
SU56153;Nevada;Male;Bachelor;777683.52%; 63.568,00   ; 650.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 390.792.553   
MN20737;Nevada;Female;College;255367.22%; 73.935,00   ; 640.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 72.071.195   
KL43114;Arizona;Female;High School or Below;487646.97%; -     ; 660.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 316.8 
YQ15567;Oregon;Female;Bachelor;903430.58%; 18.846,00   ; 1.150.000.000.000   ;1/0/00;Personal Auto;SUV; 552   
TR88637;Arizona;Female;High School or Below;810591.08%; 38.893,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;SUV; 41.965.252   
TC88986;Oregon;Male;High School or Below;561968.91%; -     ; 1.530.000.000.000   ;1/0/00;Special Auto;SUV; 1.027.000.029   
XX88577;California;Male;Bachelor;1572713.06%; 84.824,00   ; 1.960.000.000.000   ;1/0/00;Corporate Auto;SUV; 319.820.747   
NE49052;California;Female;High School or Below;661801.64%; 20.068,00   ; 860.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 411.011.162   
KX17826;Oregon;Male;Doctor;467004.80%; -     ; 1.250.000.000.000   ;1/0/00;Corporate Auto;SUV; 600   
CC91503;Arizona;Female;High School or Below;1016936.98%; -     ; 1.350.000.000.000   ;1/0/00;Personal Auto;Sports Car; 648   
WH32183;California;Male;Bachelor;832307.40%; 97.245,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 4.110.585   
ES90681;California;Female;College;241776.00%; 51.808,00   ; 610.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 351.149.904   
DW96592;California;Male;Bachelor;804487.24%; 71.391,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 284.000.172   
MT23134;Oregon;Male;High School or Below;532572.45%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 496.474.767   
BM69081;Arizona;Male;Bachelor;694752.40%; -     ; 1.000.000.000.000   ;1/0/00;Personal Auto;SUV; 925.137.143   
MB90871;Oregon;Female;College;584741.52%; 23.496,00   ; 770.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 13.164.097   
GT62080;Washington;Male;High School or Below;; 55.561,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 227.872.071   
QL77686;Nevada;Female;College;472478.61%; 23.986,00   ; 1.190.000.000.000   ;1/0/00;Corporate Auto;SUV; 463.335.061   
ON77827;Arizona;Female;Master;279022.80%; 22.974,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 180.667.969   
KP18988;Oregon;Female;High School or Below;2153133.28%; -     ; 1.010.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 484.8 
